sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
Jugendliche Sportmantel $ Tweed $ kurz Form ab 133.- Lodenmantel $ Größe 44—48.. $ 1 o2 $ $ Burschen-Anzug in alle Größe $ $ $ $ ab 100.- Burschen-Hose in alle Größe $ ab 22.- Herren-Westen $ Ks. $ grau $ grün und rot mustern $ $ ab 20.- Damenkonfektion Damen-Wintermantel $ Fischgratmusterung Schwarz/weiß $ mit und ohne Strickkragen $ Gr. M 82 $ 53. $ 171.- Damen-Wintermantel in verschieden Form und Qualität $ groß Aliswohl^t ab 175.. Putten-Jacke $ Skelan $ rot $ grau und blau $ Gr. 76j— 94 J. ab 128.- Damen-Rock $ Dederon-Mischgewebe mit Gürtel $ anthrazit $ oliv $ braun $ 82 $ 50.. $ 37.30 Damen-Bluse $ Baumwolle $ wissen $ * /i Ärmel $ Gr. 88—53 ab 26,40 Putten-Bluse $ Baumwolle $ wissen und farbig $ mit v $ Ärmel $ Gr. 82i— 94i ab 27.30 Damen-Kleid $ 2teilig $ Kammgarnzellwolle $ blau $ grau $ grün $ Gr. 82—56 $ ab 45,50 Damen-Kleid $ Kg. Wolle in verschieden Farbe $ Gr. 82—53 ab 83.- Putten-Kleid $ Zw. Popelin mit Schalgarnitur $ blau $ alpenveikhen $ gr. 76 $ 94 J. 42.80 Damen-Pudel in verschieden Farbe $ ab 9.95 Garnitur $ Schal u. Mutzt $ blau u. Weiß.. ab 26.70 Strickware Herr -strich Jodren $ Wolpryla $ grau $ mode $ gr.44— 52 ob 59.70 Herren-Strickjacktn $ grau $ anthrazit $ fein Wolle $ Gr 44—54 $ ab 88,50 Herren-Schal $ Reine Seide $ modern Krawattenmuster ab 17,25 Damen-Pullover $ V-Form $ Reine Woll $ $ kornblau und wissen $ Gr. 40—46 $ $ $ 128.50 Damen-Pullover $ Wolpryla $ anthrazit $ bunt streifen $ Gr. 40—46. 40.- Damen-Pullover $ Wolpryla $ Nougat mit modisch hüftstreifen. gr. 40 $ 44. $ 47.50 Damsn-Tuch $ Reine Seide $ Import $ Mod. Druck.. $ 15.85 Damen-Strumpfhose $ vollelastisch $ alle Größe $ schwarz $ marine $ mode $ $ 31.60 Damen-Nettstrumpf $ laufmaschensicher $ al e Größe braun Ton $ $ 13.50 Damen-Monofilstrumpf $ alle Größe $ anthrazit u. Braun. 11.60 Unterwäsche Damen-Nachthemd $ Bunt-Druck $ anrauhen $ Gr. M 82— M 53. $ 28.35 Damen-Schlafanzug $ Buntdruck $ anrauhen $ Gr. M 82— M 9425,60 Damen-Nachthemd $ Charmeuse $ zitro $ rose $ absetzen m. schwarz Spitze $ $ 22,40 Damen-Garnitur $ 3teilig $ Charmeuse mit Spitze absetzen $ anthrazit $ Zitro $ $ 24.80 Büstenhalter $ Dederon mit Schaumeinlage $ wissen $ zitro $ rose $ gr. 2—6 $ $ 18.65 Strumpfhalter $ Dederon $ Gr. 60—78 $ $ 13,25 Herren-Sporthemd $ Bw. Veracon $ Kragen u $ Manschette dauerversteift $ Gr. 37—43 $ $ 24,30 Herren-Sporthemd $ Seidenpopelin $ mod. Streifen $ Gr. 37—44 $ $ 38.10 Herren-Sporthemd $ Ferrex $ Kragen u. Manschette dauerversteift $	425	0	Manschette	Jugendliche Sportmäntel , Tweed , kurze Form ab 133.- Lodenmantel , Größe 44—48.. . 1 O2 . < Burschen-Anzüge in allen Größen . « „__ . ab 100.- Burschen-Hosen in allen Größen . ab 22.- Herren-Westen , Ks. , grau , grün und rot gemustert . . ab 20.- Damenkonfektion Damen-Wintermäntel , Fischgratmusterung schwarz/weiß , mit und ohne Strickkragen , Gr. m 82 — 53. . 171.- Damen-Wintermäntel in verschiedenen Formen und Qualitäten , große AlisWOhl^t ab 175.. Putten-Jacken , Skelan , rot , grau und blau , Gr. 76j— 94 j. ab 128.- Damen-Rocke , Dederon-Mischgewebe mit Gürtel , anthrazit , oliv , braun , 82 — 50.. . 37.30 Damen-Blusen , Baumwolle , weiß , * /i Ärmel , Gr. 88—53 ab 26,40 Putten-Blusen , Baumwolle , weiß und farbig , mit V , Ärmel , Gr. 82i— 94i ab 27.30 Damen-Kleider , 2teilig , Kammgarnzellwolle , blau , grau , grün , Gr. 82—56 . ab 45,50 Damen-Kleider , Kg. Wolle in verschiedenen Farben , Gr. 82—53 ab 83.- Putten-Kleider , Zw. Popeline mit Schalgarnitur , blau , alpenveikhen , Gr. 76 — 94 j. 42.80 Damen-Pudel in verschiedenen Farben . ab 9.95 Garnituren : Schal u. Mutzt , blau u. weiß.. ab 26.70 Strickwaren Herren -Strich jodren , Wolpryla , grau , mode , Gr.44— 52 ob 59.70 Herren-Strickjacktn , grau , anthrazit , feine Wolle , Gr 44—54 . ab 88,50 Herren-Schals , Reine Seide , moderne Krawattenmuster ab 17,25 Damen-Pullover , V-Form , Reine Woll « , kornblau und weiß , Gr. 40—46 . . . 128.50 Damen-Pullover , Wolpryla , anthrazit , bunt gestreift , Gr. 40—46. 40.- Damen-Pullover , Wolpryla , nougat mit modischen Hüftstreifen. Gr. 40 — 44. . 47.50 Damsn-Tücher , Reine Seide , Import , mod. Druck.. . 15.85 Damen-Strumpfhosen , vollelastisch , alle Größen , schwarz , marine , mode . . 31.60 Damen-Nettstrümpfe , laufmaschensicher , al e Größen braunen Tönen . . 13.50 Damen-Monofilstrümpfe , alle Größen , anthrazit u. braun. 11.60 Unterwäsche Damen-Nachthemden , Bunt-Druck , angerauht , Gr. m 82— m 53. . 28.35 Damen-Schlafanzüge , Buntdruck , angerauht , Gr. m 82— m 9425,60 Damen-Nachthemden , Charmeuse , zitro , rose , abgesetzt m. schwarzer Spitze . . 22,40 Damen-Garnituren , 3teilig , Charmeuse mit Spitze abgesetzt , anthrazit . zitro . . 24.80 Büstenhalter , Dederon mit Schaumeinlage , weiß , zitro , rose , Gr. 2—6 . . 18.65 Strumpfhalter , Dederon , Gr. 60—78 . . 13,25 Herren-Sporthemden , Bw. Veracon , Kragen u , Manschetten dauerversteift , Gr. 37—43 . . 24,30 Herren-Sporthemden , Seidenpopeline , mod. Streifen , Gr. 37—44 . . 38.10 Herren-Sporthemden , Ferrex , Kragen u. Manschetten dauerversteift .	26120215_1965_01_01_01_382.tcf.xml-10-425
während nun d Druck in d Manschette vom Arzt wieder langsam verringern werden $ zeigen eine mit Quecksilber gefüllt Manometer d Höhe d Blutdruck in Millimeter an $	6	0	Manschette	Während nun der Druck in der Manschette vom Arzt wieder langsam verringert wird , zeigt ein mit Quecksilber gefülltes Manometer die Höhe des Blutdruckes in Millimetern an .	26120215_1962_05_10_01_169.tcf.xml-7-6
eine Kleidungsstück $ die man sich vielleicht etwas Obergesehen haben können man durch eine Punktkragen $ durch Manschette oder auch durch eine neu Gürtel auffrischen $	17	0	Manschette	Ein Kleidungsstück , das man sich vielleicht etwas Obergesehen hat kann man durch einen Punktkragen , durch Manschetten oder auch durch einen neuen Gürtel auffrischen .	26120215_1961_07_23_01_187.tcf.xml-5-17
Wolfgang $ d Zweitälteste $ tragen Stiefel $ die wie klein Manschette nur d Fußgelenk umschließen $ um Zehenlänge zu lang $ um Fersenbreite zu schmal $	11	0	Manschette	Wolfgang , der Zweitälteste , tragt Stiefel , die wie kleine Manschetten nur die Fußgelenke umschließen , um Zehenlänge zu lang , um Fersenbreite zu schmal .	26120215_1947_11_16_01_121.tcf.xml-37-11
d Ärmel können sowohl kurz als auch lang gestalten sein $ denn als Abschluß d Ärmel sein nicht unbedingt eine Manschette oder Bundchen erforderlich $	20	0	Manschette	Die Ärmel können sowohl kurz als auch lang gestaltet sein , denn als Abschluß des Ärmels ist nicht unbedingt eine Manschette oder Bündchen erforderlich .	26120215_1983_04_02_01_203.tcf.xml-5-20
es geben einfach Manschette $ übereinander oder gegeneinander zu knöpfen $ Klappmanschette $ Pelzmanschette $	3	0	Manschette	Es gibt einfache Manschetten , übereinander oder gegeneinander zu knöpfen , Klappmanschetten , Pelzmanschetten .	2532889X_1965-10-24_01_236.tcf.xml-3-3
diese Ring halten d Manschette fest und lassen sie von d glatt Buchse nicht wegrutschen $ 6 $	4	0	Manschette	Diese Ringe halten die Manschetten fest und lassen sie von der glatten Buchse nicht wegrutschen , 6 .	2532889X_1951-11-07_01_032.tcf.xml-31-4
2800 bis 3200 Paar rechteckig Manschette fertigen d vom WTZ d Bekleidungsindustrie entwickelt Manschetten-Aggregat $	5	0	Manschette	2800 bis 3200 Paar rechteckige Manschetten fertigt das vom WTZ der Bekleidungsindustrie entwickelte Manschetten-Aggregat ,	26120215_1967_09_09_01_043.tcf.xml-33-5
wir bieten sie hoch- Verhandlung Kragen und Manschette mit Dauersteife wertig Industrieware $ centrum- und Dienstleistung Spezialartikel und Importe $ sein stets Neuanfertigung von Bettwasche bereit $ sie umfaßend zu beraten und im Zusammenhang Rrit grundstücksem- und $ verkaufen aus Kundenmateria wünschen sie Büro Ftir grundstücks- Freude beim Einkauf IM Vermittlung grob-beriin Auftragserteilung in unsere Annahmestelle 102 Bariin $	7	0	Manschette	Wir bieten Ihnen hoch- Verhandlungen Kragen und Manschetten mit Dauersteife wertige Industriewaren , CENTRUM- und Dienstleistungen Spezialartikel und Importe , sind stets Neuanfertigung von Bettwasche bereit , Sie umfassend zu beraten und im Zusammenhang rrit Grundstücksem- und » verkaufen aus Kundenmateria wünschen Ihnen Büro ftir Grundstücks- FREUDE BEIM EINKAUF IM Vermittlungen GroB-Beriin Auftragserteilung in unseren Annahmestellen 102 Bariin .	26120215_1969_02_23_01_418.tcf.xml-16-7
4020- Biesenthal 1017 Berlin $ Lange Transp. Garage 4 x 2,20 Stahlgerüst m. verk $ Kragen und Manschette Horst Schüler 1058 Berlin $ Verk $	17	0	Manschette	4020- Biesenthal 1017 Berlin , Lange Transp. Garage 4 x 2,20 Stahlgerüst m. verk , Kragen und Manschetten Horst Schüler 1058 Berlin , Verk .	26120215_1971_06_25_01_347.tcf.xml-248-17
gerade in unsere heutig Mode $ die bewußt auf alle verspielt Detail verzichten und dadurch oft eine wenig streng wirken $ ergeben sich viel Möglichkeit $ durch Schal $ Krawatte $ Gürtel oder Manschette aus Pelz d Stil unsere Garderobe etwas auflockern $	33	0	Manschette	Gerade in unserer heutigen Mode , die bewußt auf alle verspielten Details verzichtet und dadurch oft ein wenig streng wirkt , ergeben sich viele Möglichkeiten , durch Schals , Krawatten , Gürtel oder Manschetten aus Pelz den Stil unserer Garderobe etwas aufzulockern .	26120215_1961_11_19_01_252.tcf.xml-6-33
* aktuell Angebot Herrenwintermantel $ dunkelgrau $ Raglanform 175.- Herrenwintermantel $ Raglanform mit Rückengurt $ braun 182,- Herrenwintermantel $ grau $ $ hochmodisch $ verdeckt Leiste $ Rückengurt 231,- Herrenmantel $ auf Nerzilla-Kanin füttern $ Oberstoff rein Wolle M8 $ Herrenwintermantel $ Fischgrät $ mit nutria- Kragen $ grau 434.- Herrenwintermantel $ mit Rückengurt $ braun $ strapazierfähig 222.- Herrenanzug $ fein Tropical $ Streifenmuster 119,- Herrenanzug $ festgezwirnt materiell klein Karomusterung 143.— Herrenanzug $ hochmodisch $ mit Seitenschlitz $ braun 197,- Herrenanzug $ schwarz $ auf 2 oder 3 Knopf schließen Hose und Sakko in groß Auswahl in verschieden Fasson ob 54,— Herrenhose $ mit Rundbund oder in Sportform mit Gürtel ab $ $ Anzughemd $ Baumwolle $ wissen $ bügelfrei $ in al en Größe 41- Polycon-Anzughemden $ pflegeleicht $ wissen $ in alle groß 43,50 Anzughemd $ blau-grau streifen $ mit versteift Kragen und Manschette 19.85 Sporthemd $ Baumwolle $ karieren $ in Vielan Farbe und alle Größe $ ab 20.- Trainingsanzug $ Dederon $ vollelastisch $ in 4 Farbe $ Gr. 4 $ 154,15 Herrenbademantel $ frottieren Urrd Velour $ dezent Muster $ Gr. 46-56 ab 66,30 Grobgestrickte Pullover $ mit spitz Ausschnitt $ Wolpryla ab 71.89 ♦♦♦♦♦♦♦♦ »♦♦♦♦♦♦♦♦♦♦♦♦♦ «♦♦♦♦♦♦ $ Morgen empfehlen SICH d Kontex-Kaufhaus „citytex	147	0	Manschette	* AKTUELLES ANGEBOT Herrenwintermantel , dunkelgrau , Raglanform 175.- Herrenwintermantel , Raglanform mit Rückengurt , braun 182,- Herrenwintermantel , grau , , hochmodisch , verdeckte Leiste , Rückengurt 231,- Herrenmantel , auf Nerzilla-Kanin gefüttert , Oberstoff reine Wolle M8 .- Herrenwintermantel , fischgrät , mit Nutria- Kragen , grau 434.- Herrenwintermantel , mit Rückengurt , braun , strapazierfähig 222.- Herrenanzug . feiner Tropical , Streifenmuster 119,- Herrenanzug , festgezwirntes Materiell kleine Karomusterung 143.— Herrenanzug , hochmodisch , mit Seitenschlitzen , braun 197,- Herrenanzug , schwarz , auf 2 oder 3 Knöpfe geschlossen Hosen und Sakkos in großer Auswahl in verschiedenen Fassons ob 54,— Herrenhosen , mit Rundbund oder in Sportform mit Gürtel ab " ,- Anzughemden , Baumwolle , weiß , bügelfrei , in al en Größen 41- Polycon-Anzughemden , pflegeleicht , weiß , in allen Großen 43,50 Anzughemden , blau-grau gestreift , mit versteiftem Kragen und Manschetten 19.85 Sporthemden , Baumwolle , kariert , in vielan Farben und allen Größen . ab 20.- Trainingsanzuge , Dederon , vollelastisch , in 4 Farben , Gr. 4 — 154,15 Herrenbademäntel , frottier urrd velour , dezente Muster , Gr. 46-56 ab 66,30 Grobgestrickte Pullover , mit spitzem Ausschnitt . Wolpryla ab 71.89 ♦♦♦♦♦♦♦♦ »♦♦♦♦♦♦♦♦♦♦♦♦♦ «♦♦♦♦♦♦ ♦ MORGEN EMPFIEHLT SICH DAS kontex-KAUFHAUS „CITYTEX	26120215_1966_10_17_01_079.tcf.xml-3-147
zu sie haben sich vor einige Jahr eine Neuschöpfung gesellen $ d schwarzlackiert Stift mit d weiß-golden Manschette und d in Gold aufgedruckt Warenzeichen $ toison d' or $ $	17	0	Manschette	Zu ihnen hat sich vor einigen Jahren eine Neuschöpfung gesellt : der schwarzlackierte Stift mit der weiß-goldenen Manschette und dem in Gold aufgedruckten Warenzeichen „ Toison d' or " .	2532889X_1965-12-01_01_105.tcf.xml-22-17
eingesetzt Raglanärmel $ groß Manschette $ Schalkragen $ als Hänser $ mit und ohne Gürtel zu tragen $ $ $ $ $ $	4	0	Manschette	eingesetzter Raglanärmel , große Manschette , Schalkragen , als Hänser , mit und ohne Gürtel zu tragen , . , • • •	2532889X_1951-12-02_01_060.tcf.xml-167-4
Größe $ K u. M 76— M 9431,70 ohne Fufibert $ ab 23.25 Tageskleid Damen-Sandalette im klassisch Hemdblusenstll mit Manschette und Pantolette $ in Schaumledar $ Wetb firmeln $ Malaria Baumwolledruck $ und farbig ab 12,35 Graben $ M 83— M 94 50 $ Kinder-Sandale jugendlich Sommerkleid Sterm farbig ab Or. 13 $ ab 11.50 mit modern Krogenverarbeitung und Welfien Potomentenknspfen $ Material $ Wallmlfdi Kinder-Pantolette Gewebe $ Farbe $ Helleblau und Rose $ farbig ab Or. 20,9 ■b 14,30 Qrfiben $ M 7o— M 9456,10 Otorgmstr $	19	0	Manschette	Größen : k u. m 76— m 9431,70 ohne Fufibert . ab 23.25 Tageskleid Damen-Sandaletten Im klassischen Hemdblusenstll mit Manschetten und Pantoletten , in Schaumledar . wetB firmeln , Malaria Baumwolldruck . und farbig ab 12,35 GrABen . m 83— m 94 50 ,- Kinder-Sandalen Jugendliches Sommerkleid STERM farbig ab Or. 13 . ab 11.50 mit moderner Krogenverarbeitung und welfien PotomentenknSpfen , Material : Wallmlfdi Kinder-Pantoletten gewebe , Farben : Hellblau und Rose , farbig ab Or. 20,9 ■b 14,30 QrfiBen : m 7o— m 9456,10 Otorgmstr .	26120215_1965_05_21_01_321.tcf.xml-17-19
Manschette $ Farbe Herrenausstatter $ Prenzlauer Straße 47 od. eig. grundst. $ zw. spät. heir. it. zw. hcir .it rso1 rz-pavil on 108 Berlin Ro 04329 Dewaq $	0	0	Manschette	Manschetten , Farbe Herrenausstatter , Prenzlauer Straße 47 od. eig. Grundst. , zw. spät. Heir. it. zw. Hcir .it RSO1 RZ-Pavil on 108 Berlin Ro 04329 Dewaq .	26120215_1967_02_05_01_409.tcf.xml-29-0
Toscanamtl. m. Kapuze $ 950,— M $ schw. imp.-lederimitat .-kostüm m. synth. Fell $ 190 ,- m $ beide Gr. 38 $ 40 $ Ungetr $ $ weiß. eleg. morgenmtl $ $ Imp. m. Marabukrg. u. Manschette $ Gr. 40—46 zu tragen $ 200- M. div $	36	0	Manschette	Toscanamtl. m. Kapuze , 950,— M , schw. Imp.-Lederimitat .-Kostüm m. synth. Fell . 190 ,- M , beides Gr. 38 / 40 , ungetr . , weiß. eleg. Morgenmtl . , Imp. m. Marabukrg. u. Manschetten , Gr. 40—46 zu tragen , 200- M. div .	26120215_1975_11_20_01_143.tcf.xml-25-36
BZ-Fil. A 1020 $ 1017 Berlin He.-Silasticpull $ mit Manschette $ 48 $ Imp. $ wissen $ Ungetr. $ 100.- .singer"- Nähmasch. 30.-. 67 25 27 $ ke/268 $ d.-armband 750er $ 40,6 G $ 2 500,- $ 9026 Bz-Pavillon $	9	0	Manschette	BZ-Fil. A 1020 , 1017 Berlin He.-Silasticpull . mit Manschetten ( 48 ) Imp. , weiß , ungetr. , 100.- .Singer"- Nähmasch. 30.-. 67 25 27 ( KE/268 ) D.-Armband 750er , 40,6 g , 2 500,- . 9026 BZ-Pavillon .	26120215_1970_12_11_01_332.tcf.xml-145-9
